time,angSpeedX,angSpeedY,angSpeedZ,accelX,accelY,accelZ,magnetX,magnetY,magnetZ,altitude,latitude,longitude,state
2658.30,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.36,46.55,-13.57,38.47,0.000000,0.000000,0
2658.51,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.36,46.27,-13.16,38.57,0.000000,0.000000,0
2658.72,0.03,-0.01,-0.11,-0.47,-8.94,-1.41,12.55,46.45,-13.57,38.76,0.000000,0.000000,0
2659.01,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.36,46.18,-13.57,38.28,0.000000,0.000000,0
2659.23,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.45,46.36,-13.16,38.38,0.000000,0.000000,0
2659.44,0.04,-0.01,-0.11,-0.94,-9.41,-1.41,12.55,46.27,-13.37,38.96,0.000000,0.000000,0
2659.65,0.04,-0.02,-0.11,-0.94,-9.41,-1.41,12.55,46.36,-13.47,38.76,0.000000,0.000000,0
2659.87,0.04,-0.01,-0.10,-0.47,-9.89,-0.94,12.45,46.36,-13.57,39.16,0.000000,0.000000,0
2660.08,0.03,-0.01,-0.11,-0.94,-9.41,-1.41,12.55,46.18,-13.47,38.96,0.000000,0.000000,0
2660.36,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.36,46.45,-13.47,39.06,0.000000,0.000000,0
2660.58,0.04,-0.01,-0.10,-0.47,-9.41,-1.41,12.27,46.36,-13.47,38.28,0.000000,0.000000,0
2660.79,0.04,-0.01,-0.10,-0.47,-8.94,-1.41,12.55,46.00,-13.47,38.76,0.000000,0.000000,0
2661.00,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.64,46.00,-13.47,38.28,0.000000,0.000000,0
2661.21,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.18,46.45,-13.57,38.86,0.000000,0.000000,0
2661.50,0.04,-0.02,-0.10,-0.94,-9.89,-1.41,12.18,46.18,-13.27,38.96,0.000000,0.000000,0
2661.71,0.03,-0.01,-0.10,-0.47,-9.41,-0.94,12.55,46.09,-13.27,38.47,0.000000,0.000000,0
2661.92,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.55,46.45,-13.47,38.47,0.000000,0.000000,0
2662.13,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.45,46.27,-13.37,38.96,0.000000,0.000000,0
2662.35,0.04,-0.02,-0.10,-0.94,-8.94,-1.41,12.45,46.18,-13.37,38.86,0.000000,0.000000,0
2662.56,0.04,-0.02,-0.10,-0.47,-9.89,-0.94,12.55,46.09,-13.47,39.35,0.000000,0.000000,0
2662.84,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.18,46.18,-13.16,38.96,0.000000,0.000000,0
2663.05,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.73,46.18,-12.86,38.38,0.000000,0.000000,0
2663.27,0.03,-0.02,-0.11,-0.94,-9.41,-1.41,12.36,46.18,-13.37,38.86,0.000000,0.000000,0
2663.48,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.64,46.27,-13.47,39.06,0.000000,0.000000,0
2663.69,0.04,-0.01,-0.10,-0.94,-9.89,-0.94,12.45,46.36,-13.57,38.67,0.000000,0.000000,0
2663.91,0.04,-0.02,-0.11,-0.47,-9.41,-1.41,12.45,46.18,-13.16,38.86,0.000000,0.000000,0
2664.19,0.04,-0.01,-0.10,-0.94,-9.89,-0.94,12.09,46.27,-13.47,38.76,0.000000,0.000000,0
2664.41,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.64,46.00,-13.57,38.86,0.000000,0.000000,0
2664.62,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.55,46.09,-13.47,38.67,0.000000,0.000000,0
2664.83,0.03,-0.01,-0.10,-0.94,-9.41,-0.94,12.27,45.91,-13.37,38.67,0.000000,0.000000,0
2665.04,0.03,-0.01,-0.11,-0.94,-8.94,-1.41,12.73,46.36,-13.16,38.57,1244.166625,0.000000,0
2665.26,0.04,-0.02,-0.11,-0.94,-8.94,-0.94,12.27,46.27,-13.06,38.38,1244.166625,0.000000,0
2665.53,0.04,-0.01,-0.10,-0.94,-8.94,-1.41,12.36,46.18,-13.37,38.96,1244.166625,0.000000,0
2665.74,0.03,-0.02,-0.10,-0.94,-8.94,-1.41,12.64,46.36,-13.47,39.16,0.000000,0.000000,0
2665.96,0.03,-0.02,-0.11,-0.94,-9.41,-0.94,11.82,46.36,-13.37,38.67,0.000000,0.000000,0
2666.17,0.03,-0.01,-0.11,-0.94,-9.41,-1.41,12.45,46.55,-13.37,38.47,0.000000,0.000000,0
2666.38,0.04,-0.02,-0.11,-0.94,-8.94,-0.94,12.64,46.09,-13.27,39.06,0.000000,0.000000,0
2666.60,0.04,-0.02,-0.11,-0.47,-8.94,-1.41,12.00,46.55,-13.47,39.35,0.000000,0.000000,0
2666.81,0.04,-0.02,-0.10,-0.47,-9.89,-0.94,12.27,46.55,-13.67,38.96,0.000000,0.000000,0
2667.02,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.18,46.09,-13.16,38.57,0.000000,0.000000,0
2667.23,0.03,-0.01,-0.11,-0.94,-9.41,-0.94,12.64,46.45,-13.37,38.86,0.000000,0.000000,0
2667.45,0.04,-0.02,-0.11,-0.94,-9.41,-1.41,12.55,46.64,-13.57,38.96,0.000000,0.000000,0
2667.66,0.04,-0.01,-0.11,-0.47,-9.41,-1.41,12.55,46.27,-13.06,38.57,0.000000,0.000000,0
2667.87,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.27,46.45,-13.57,38.67,0.000000,0.000000,0
2668.09,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.36,46.36,-13.67,38.57,0.000000,0.000000,0
2668.30,0.04,-0.01,-0.10,0.00,-8.94,-1.41,12.55,46.36,-13.27,38.47,0.000000,0.000000,0
2668.51,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.45,46.64,-13.67,38.86,0.000000,0.000000,0
2668.73,0.04,-0.01,-0.10,-0.47,-8.94,-1.41,12.09,46.09,-13.47,38.67,0.000000,0.000000,0
2668.94,0.03,-0.01,-0.10,-0.47,-9.41,-0.94,12.45,46.18,-13.37,39.06,0.000000,0.000000,0
2669.15,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.00,46.73,-13.47,39.25,0.000000,0.000000,0
2669.36,0.04,-0.02,-0.10,-0.94,-9.41,-1.41,12.00,46.45,-13.47,38.86,0.000000,0.000000,0
2669.58,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.64,46.00,-13.78,38.67,0.000000,0.000000,0
2669.79,0.03,-0.02,-0.10,-0.47,-9.89,-0.94,12.45,46.36,-13.67,39.16,0.000000,0.000000,0
2670.00,0.03,-0.01,-0.11,-0.47,-9.41,-0.94,12.55,46.36,-13.57,39.16,0.000000,0.000000,0
2670.22,0.04,-0.02,-0.10,-0.94,-9.41,-1.41,12.27,46.27,-13.47,38.28,0.000000,0.000000,0
2670.43,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.55,46.36,-13.27,38.57,0.000000,0.000000,0
2670.64,0.04,-0.02,-0.10,-0.94,-8.94,-0.94,12.18,46.18,-13.27,38.86,0.000000,0.000000,0
2670.86,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.45,46.27,-13.57,39.06,0.000000,0.000000,0
2671.07,0.04,-0.02,-0.11,-0.47,-9.89,-0.94,12.55,46.55,-13.37,38.08,0.000000,0.000000,0
2671.28,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.55,46.18,-13.16,39.35,0.000000,0.000000,0
2671.50,0.04,-0.02,-0.11,-0.47,-9.41,-0.94,12.55,46.36,-13.37,38.67,0.000000,0.000000,0
2671.71,0.04,-0.01,-0.11,-0.47,-8.94,-0.94,12.09,46.27,-13.47,39.06,0.000000,0.000000,0
2671.92,0.04,-0.01,-0.10,-0.47,-8.94,-1.41,12.27,46.36,-13.47,39.25,0.000000,0.000000,0
2672.13,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.55,46.36,-13.47,38.67,0.000000,0.000000,0
2672.35,0.04,-0.02,-0.10,-0.47,-8.94,-0.94,12.36,46.27,-13.06,38.96,0.000000,0.000000,0
2672.56,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.36,46.36,-13.67,39.45,0.000000,0.000000,0
2672.77,0.03,-0.01,-0.10,-0.94,-9.89,-0.94,12.45,46.18,-13.47,39.06,0.000000,0.000000,0
2672.98,0.04,-0.02,-0.11,-0.47,-9.89,-1.41,12.27,46.36,-13.27,38.76,0.000000,0.000000,0
2673.20,0.04,-0.02,-0.11,-0.47,-9.41,-0.94,12.64,46.36,-13.37,38.47,0.000000,0.000000,0
2673.41,0.04,-0.02,-0.10,-0.94,-9.41,-1.41,12.36,46.45,-13.47,38.47,0.000000,0.000000,0
2673.62,0.03,-0.02,-0.11,-0.94,-9.41,-1.41,12.45,46.45,-13.47,39.06,0.000000,0.000000,0
2673.84,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.18,46.55,-13.78,39.06,0.000000,0.000000,0
2674.05,0.03,-0.02,-0.11,-0.94,-9.41,-0.94,12.73,46.36,-13.67,38.57,0.000000,0.000000,0
2674.26,0.03,-0.02,-0.10,-0.94,-9.41,-1.41,12.45,46.27,-13.57,38.67,0.000000,0.000000,0
2674.48,0.03,-0.02,-0.10,-0.47,-9.41,-0.94,11.82,46.27,-13.37,38.96,0.000000,0.000000,0
2674.69,0.04,-0.01,-0.11,0.00,-9.41,-0.94,12.45,46.18,-13.27,39.06,0.000000,0.000000,0
2674.90,0.03,-0.02,-0.10,-0.47,-9.89,-0.94,12.55,46.36,-13.37,38.57,0.000000,0.000000,0
2675.11,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.45,46.18,-13.47,38.86,0.000000,0.000000,0
2675.33,0.04,-0.01,-0.10,-0.94,-8.94,-0.94,12.36,46.27,-13.27,38.67,0.000000,0.000000,0
2675.54,0.03,-0.02,-0.10,-0.94,-9.41,-1.41,12.27,46.27,-13.78,39.06,0.000000,0.000000,0
2675.75,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.36,46.27,-13.57,38.96,0.000000,0.000000,0
2675.96,0.03,-0.01,-0.10,-0.47,-9.41,-0.94,12.55,46.18,-13.47,39.06,0.000000,0.000000,0
2676.18,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.45,46.55,-13.37,38.57,0.000000,0.000000,0
2676.39,0.04,-0.02,-0.10,-0.94,-8.94,-0.94,12.27,46.36,-13.47,38.67,0.000000,0.000000,0
2676.60,0.04,-0.01,-0.11,-0.47,-8.94,-0.94,12.64,46.45,-13.47,38.96,0.000000,0.000000,0
2676.81,0.04,-0.02,-0.11,-0.94,-9.41,-1.41,12.36,46.45,-13.67,39.16,0.000000,0.000000,0
2677.02,0.03,-0.01,-0.10,-0.47,-9.41,-0.94,12.45,46.55,-13.47,38.86,0.000000,0.000000,0
2677.24,0.04,-0.01,-0.10,-0.47,-9.89,-1.41,12.64,46.36,-13.57,38.86,0.000000,0.000000,0
2677.45,0.04,-0.02,-0.11,-0.47,-9.41,-1.41,12.55,46.09,-13.47,38.47,0.000000,0.000000,0
2677.66,0.04,-0.01,-0.11,-0.94,-9.41,-1.41,12.27,46.36,-13.27,38.76,0.000000,0.000000,0
2677.87,0.04,-0.01,-0.11,-0.47,-9.89,-0.94,12.45,46.27,-13.47,38.76,0.000000,0.000000,0
2678.08,0.04,-0.02,-0.11,-0.47,-9.41,-1.41,12.27,46.27,-13.57,39.45,0.000000,0.000000,0
2678.30,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.55,46.27,-13.57,39.35,0.000000,0.000000,0
2678.51,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.36,46.64,-13.47,39.25,0.000000,0.000000,0
2678.72,0.04,-0.01,-0.10,-0.47,-9.41,-1.41,12.64,46.18,-13.27,38.76,0.000000,0.000000,0
2678.94,0.04,-0.01,-0.11,-0.47,-9.41,-1.41,12.64,46.36,-13.47,39.25,0.000000,0.000000,0
2679.15,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.73,46.36,-13.16,38.86,0.000000,0.000000,0
2679.36,0.04,-0.02,-0.11,-0.94,-9.41,-0.94,12.45,46.18,-13.47,38.76,0.000000,0.000000,0
2679.57,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.45,46.27,-13.27,39.25,0.000000,0.000000,0
2679.79,0.04,-0.02,-0.11,-0.47,-9.41,-1.41,12.64,46.45,-13.47,39.06,0.000000,0.000000,0
2680.00,0.03,-0.02,-0.10,-0.94,-8.94,-0.94,12.55,46.00,-13.57,38.67,0.000000,0.000000,0
2680.21,0.03,-0.02,-0.11,-0.94,-9.41,-0.94,12.36,46.27,-13.37,38.76,0.000000,0.000000,0
2680.43,0.04,-0.01,-0.10,-0.94,-8.94,-0.94,12.36,45.82,-13.57,38.28,0.000000,0.000000,0
2680.64,0.04,-0.01,-0.11,-0.94,-9.41,-1.41,12.45,46.27,-13.37,38.96,0.000000,0.000000,0
2680.85,0.04,-0.02,-0.10,0.00,-9.89,-0.94,12.55,46.36,-13.37,38.96,0.000000,0.000000,0
2681.07,0.03,-0.01,-0.10,-0.94,-9.41,-0.94,12.36,46.45,-13.37,39.06,0.000000,0.000000,0
2681.28,0.03,-0.02,-0.10,-0.47,-9.41,-0.94,12.55,46.64,-13.37,39.25,0.000000,0.000000,0
2681.49,0.03,-0.02,-0.10,-0.47,-9.41,-0.94,12.55,46.55,-13.47,38.28,0.000000,0.000000,0
2681.70,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.36,46.45,-13.67,39.16,0.000000,0.000000,0
2681.92,0.04,-0.01,-0.10,-0.94,-9.89,-0.94,12.45,46.27,-13.37,38.96,0.000000,0.000000,0
2682.13,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.36,46.18,-13.47,38.76,0.000000,0.000000,0
2682.34,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,11.82,46.45,-13.37,38.28,0.000000,0.000000,0
2682.56,0.03,-0.01,-0.10,-0.94,-9.41,-1.41,12.55,46.27,-13.57,38.76,0.000000,0.000000,0
2682.77,0.04,-0.02,-0.10,-0.94,-9.41,-0.94,12.27,46.18,-13.27,38.67,0.000000,0.000000,0
2682.98,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,11.73,46.45,-13.37,38.28,0.000000,0.000000,0
2683.20,0.03,-0.01,-0.10,-0.94,-9.89,-1.41,12.82,46.36,-13.06,38.28,0.000000,0.000000,0
2683.41,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.45,46.09,-13.37,38.67,0.000000,0.000000,0
2683.62,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.36,46.27,-13.47,39.06,0.000000,0.000000,0
2683.83,0.04,-0.02,-0.11,-0.47,-9.89,-0.94,12.64,46.45,-13.47,38.38,0.000000,0.000000,0
2684.05,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.36,46.45,-13.47,38.76,0.000000,0.000000,0
2684.26,0.04,-0.02,-0.10,-0.94,-9.41,-0.94,12.73,46.45,-13.57,38.57,0.000000,0.000000,0
2684.47,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.36,46.36,-13.27,38.67,0.000000,0.000000,0
2684.69,0.04,-0.01,-0.11,-0.47,-9.41,-1.41,12.36,46.27,-13.37,38.57,0.000000,0.000000,0
2684.90,0.03,-0.02,-0.10,-0.94,-9.41,-0.94,12.18,46.27,-13.37,38.38,0.000000,0.000000,0
2685.11,0.04,-0.02,-0.10,-0.47,-8.94,-1.41,12.27,46.09,-13.37,38.96,0.000000,0.000000,0
2685.32,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.55,46.18,-13.06,38.86,0.000000,0.000000,0
2685.54,0.03,-0.01,-0.10,-0.47,-9.41,-0.94,11.64,46.09,-13.27,39.45,0.000000,0.000000,0
2685.75,0.03,-0.01,-0.10,-0.94,-9.41,-1.41,12.45,46.36,-13.47,38.76,0.000000,0.000000,0
2685.96,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.55,46.27,-13.37,39.16,0.000000,0.000000,0
2686.18,0.03,-0.02,-0.10,-0.94,-9.41,-0.94,12.27,46.18,-13.47,38.76,0.000000,0.000000,0
2686.39,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.18,46.27,-13.27,39.06,0.000000,0.000000,0
2686.60,0.04,-0.01,-0.11,-0.94,-9.41,-0.94,12.36,46.18,-13.67,38.76,0.000000,0.000000,0
2686.82,0.03,-0.02,-0.10,-0.94,-9.41,-0.94,12.45,46.64,-13.06,39.16,0.000000,0.000000,0
2687.03,0.04,-0.02,-0.10,-0.94,-9.41,-0.94,12.36,46.27,-13.06,38.96,0.000000,0.000000,0
2687.24,0.03,-0.02,-0.11,-0.47,-8.94,-1.41,12.45,46.18,-13.47,38.76,0.000000,0.000000,0
2687.45,0.04,-0.02,-0.10,-0.94,-9.41,-1.41,12.64,46.09,-13.27,38.76,0.000000,0.000000,0
2687.67,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.45,46.00,-13.37,39.06,0.000000,0.000000,0
2687.88,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.55,46.18,-13.57,38.86,0.000000,0.000000,0
2688.09,0.03,-0.01,-0.10,-0.94,-9.41,-0.94,12.36,46.36,-13.37,39.25,0.000000,0.000000,0
2688.31,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.36,46.09,-13.27,38.96,0.000000,0.000000,0
2688.52,0.03,-0.02,-0.10,-0.94,-9.41,-0.94,12.36,46.27,-13.57,38.76,0.000000,0.000000,0
2688.73,0.04,-0.02,-0.10,-0.94,-9.41,-0.94,12.36,46.18,-13.16,38.76,0.000000,0.000000,0
2688.95,0.04,-0.01,-0.10,-0.47,-8.94,-0.94,12.45,46.36,-13.37,39.16,0.000000,0.000000,0
2689.16,0.04,-0.02,-0.10,-0.94,-9.41,-1.41,12.27,46.09,-13.47,38.38,0.000000,0.000000,0
2689.37,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.36,46.18,-13.37,39.06,0.000000,0.000000,0
2689.58,0.03,-0.01,-0.10,-0.47,-8.94,-0.94,12.45,46.36,-13.57,38.86,0.000000,0.000000,0
2689.80,0.03,-0.01,-0.10,-0.94,-8.94,-0.94,12.36,46.36,-13.47,38.86,0.000000,0.000000,0
2690.01,0.04,-0.02,-0.11,-0.47,-9.41,-1.41,12.45,46.45,-13.27,39.35,0.000000,0.000000,0
2690.22,0.04,-0.02,-0.10,0.00,-9.89,-0.94,12.55,46.45,-13.47,38.76,0.000000,0.000000,0
2690.44,0.04,-0.02,-0.10,-0.94,-9.89,-0.94,12.55,46.36,-13.57,38.76,0.000000,0.000000,0
2690.65,0.03,-0.01,-0.11,-0.94,-9.41,-1.41,12.55,46.18,-13.57,39.25,0.000000,0.000000,0
2690.86,0.04,-0.02,-0.10,-0.94,-9.89,-1.41,11.82,46.18,-13.47,39.06,0.000000,0.000000,0
2691.07,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.64,46.45,-13.27,38.76,0.000000,0.000000,0
2691.29,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.45,46.45,-13.37,38.57,1244.604248,0.000000,0
2691.50,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.45,46.55,-13.47,38.67,1244.604248,0.000000,0
2691.71,0.04,-0.01,-0.11,-0.47,-8.94,-1.41,12.55,46.27,-13.47,38.38,1244.604248,0.000000,0
2691.93,0.03,-0.02,-0.10,-0.94,-9.41,-0.94,12.36,46.55,-13.57,38.86,0.000000,0.000000,0
2692.14,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.27,46.36,-13.47,39.16,0.000000,0.000000,0
2692.35,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.18,46.36,-13.16,38.96,0.000000,0.000000,0
2692.57,0.04,-0.01,-0.10,0.00,-8.94,-1.41,12.55,46.45,-13.47,39.06,0.000000,0.000000,0
2692.78,0.04,-0.02,-0.10,-0.94,-9.41,-0.94,12.64,46.45,-13.27,38.96,0.000000,0.000000,0
2692.99,0.04,-0.02,-0.10,-0.94,-9.41,-1.41,12.36,46.18,-13.47,38.96,0.000000,0.000000,0
2693.20,0.03,-0.02,-0.10,-0.47,-8.94,-0.94,12.18,46.45,-13.67,38.86,0.000000,0.000000,0
2693.42,0.03,-0.02,-0.10,-0.47,-9.41,-0.94,11.73,46.36,-13.37,38.57,0.000000,0.000000,0
2693.63,0.04,-0.01,-0.10,-0.94,-8.94,-1.41,12.55,46.27,-13.47,38.86,0.000000,0.000000,0
2693.84,0.04,-0.02,-0.11,-0.94,-9.41,-0.94,12.55,46.27,-13.47,39.35,0.000000,0.000000,0
2694.05,0.03,-0.01,-0.10,-0.47,-8.94,-0.94,12.00,46.27,-13.27,39.16,0.000000,0.000000,0
2694.26,0.03,-0.01,-0.11,-0.47,-9.41,-1.41,12.18,46.09,-13.47,38.67,0.000000,0.000000,0
2694.48,0.04,-0.02,-0.11,-0.47,-9.41,-0.94,12.55,46.36,-13.67,38.86,0.000000,0.000000,0
2694.69,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.36,46.27,-13.78,38.96,0.000000,0.000000,0
2694.90,0.04,-0.01,-0.10,-0.94,-8.94,-0.94,12.27,46.18,-13.47,38.86,0.000000,0.000000,0
2695.11,0.03,-0.02,-0.10,-0.94,-9.41,-0.94,12.64,46.18,-13.57,39.35,0.000000,0.000000,0
2695.32,0.03,-0.02,-0.10,-0.47,-9.89,-0.94,12.73,46.27,-13.37,38.57,0.000000,0.000000,0
2695.54,0.04,-0.02,-0.10,0.00,-9.41,-0.94,12.45,46.09,-13.47,38.96,0.000000,0.000000,0
2695.75,0.03,-0.01,-0.10,-0.94,-9.89,-0.94,12.09,46.27,-13.37,39.16,0.000000,0.000000,0
2695.96,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.55,46.27,-13.57,38.96,0.000000,0.000000,0
2696.17,0.04,-0.02,-0.10,-0.94,-9.89,-0.94,12.27,46.27,-13.47,39.25,0.000000,0.000000,0
2696.39,0.04,-0.02,-0.10,-0.47,-9.41,-0.94,12.45,46.27,-13.47,39.16,0.000000,0.000000,0
2696.60,0.04,-0.01,-0.11,-0.94,-9.41,-1.41,11.82,46.18,-13.57,39.54,0.000000,0.000000,0
2696.81,0.03,-0.01,-0.11,-0.94,-9.41,-0.94,12.36,46.09,-13.47,38.76,0.000000,0.000000,0
2697.03,0.03,-0.01,-0.11,-0.94,-9.41,-1.41,12.55,46.36,-13.37,38.96,0.000000,0.000000,0
2697.24,0.03,-0.01,-0.10,-0.47,-9.41,-0.94,12.45,46.09,-13.27,38.96,0.000000,0.000000,0
2697.45,0.04,-0.01,-0.10,-0.47,-8.94,-0.94,12.18,46.36,-13.67,38.86,0.000000,0.000000,0
2697.67,0.04,-0.01,-0.10,-0.94,-9.41,-1.41,12.45,46.36,-13.27,38.86,0.000000,0.000000,0
2697.88,0.03,-0.01,-0.11,-0.47,-9.89,-0.94,12.36,46.18,-13.37,38.96,0.000000,0.000000,0
2698.09,0.04,-0.02,-0.10,-0.94,-8.94,-1.41,12.27,46.36,-13.67,38.47,0.000000,0.000000,0
2698.30,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.55,46.36,-13.16,38.96,0.000000,0.000000,0
2698.52,0.03,-0.02,-0.10,-0.94,-9.89,-0.94,12.27,46.27,-13.27,38.47,0.000000,0.000000,0
2698.73,0.04,-0.01,-0.11,-0.94,-9.41,-0.94,11.91,46.36,-13.27,39.06,0.000000,0.000000,0
2698.94,0.03,-0.02,-0.10,-0.94,-9.41,-1.41,12.45,46.00,-13.27,38.96,0.000000,0.000000,0
2699.16,0.04,-0.01,-0.11,-0.47,-8.94,-0.94,12.45,46.09,-13.47,39.84,0.000000,0.000000,0
2699.37,0.04,-0.02,-0.10,-0.47,-9.41,-1.41,12.36,46.45,-13.57,38.38,0.000000,0.000000,0
2699.58,0.04,-0.01,-0.10,0.00,-9.41,-0.94,12.45,46.18,-13.47,39.25,0.000000,0.000000,0
2699.80,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.18,46.55,-13.47,39.06,0.000000,0.000000,0
2700.01,0.04,-0.02,-0.10,-0.94,-9.41,-0.94,12.45,46.55,-13.37,39.45,0.000000,0.000000,0
2700.22,0.04,-0.01,-0.11,-0.47,-8.94,-0.94,12.45,46.45,-13.27,38.96,0.000000,0.000000,0
2700.43,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.82,46.09,-13.47,38.38,0.000000,0.000000,0
2700.65,0.04,-0.01,-0.11,-0.94,-9.41,-0.94,12.27,46.36,-13.27,38.96,0.000000,0.000000,0
2700.86,0.03,-0.02,-0.10,-0.47,-9.89,-1.41,12.82,46.09,-13.37,39.35,0.000000,0.000000,0
2701.07,0.04,-0.01,-0.11,-0.94,-9.41,-0.94,12.36,46.27,-13.27,38.57,0.000000,0.000000,0
2701.29,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.55,46.45,-13.47,38.96,1244.770874,0.000000,0
2701.50,0.04,-0.01,-0.11,-0.47,-9.41,-1.41,12.36,46.18,-13.78,39.35,1244.770874,0.000000,0
2701.71,0.04,-0.02,-0.11,-0.47,-8.94,-1.41,12.45,46.18,-13.67,39.06,1244.770874,0.000000,0
2701.93,0.04,-0.01,-0.10,-0.94,-8.94,-0.94,11.73,46.27,-13.47,39.06,0.000000,0.000000,0
2702.14,0.03,-0.01,-0.11,-0.94,-9.41,-1.41,12.64,46.45,-13.27,38.96,0.000000,0.000000,0
2702.35,0.03,-0.02,-0.11,-0.94,-9.41,-0.94,12.45,46.45,-13.78,39.25,0.000000,0.000000,0
2702.56,0.03,-0.01,-0.10,-0.94,-9.41,-1.41,12.55,46.36,-13.57,39.45,0.000000,0.000000,0
2702.78,0.04,-0.01,-0.10,-0.47,-9.41,-1.41,12.18,46.55,-13.37,39.06,0.000000,0.000000,0
2702.99,0.04,-0.02,-0.11,-0.94,-9.41,-0.94,12.45,46.45,-13.27,39.45,0.000000,0.000000,0
2703.20,0.04,-0.02,-0.11,-0.94,-8.94,-0.94,12.45,46.27,-13.37,38.96,0.000000,0.000000,0
2703.42,0.04,-0.02,-0.11,-0.94,-9.41,-0.94,12.64,46.09,-13.57,39.16,0.000000,0.000000,0
2703.63,0.04,-0.01,-0.10,-0.47,-9.41,-0.94,12.45,46.27,-13.27,39.54,0.000000,0.000000,0
2703.84,0.04,-0.01,-0.11,-0.94,-9.41,-0.94,12.18,46.18,-13.57,39.25,0.000000,0.000000,0
2704.06,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.45,45.91,-13.47,39.64,0.000000,0.000000,0
2704.27,0.04,-0.02,-0.11,-0.94,-9.41,-0.94,12.18,46.27,-13.37,39.35,0.000000,0.000000,0
2704.48,0.04,-0.01,-0.10,-0.94,-8.94,-0.94,12.45,46.27,-13.37,38.67,0.000000,0.000000,0
2704.69,0.04,-0.01,-0.10,-0.94,-9.41,-0.94,12.55,46.36,-13.47,39.25,0.000000,0.000000,0
2704.91,0.03,-0.02,-0.10,-0.94,-9.89,-0.94,12.27,46.18,-13.37,38.96,0.000000,0.000000,0
2705.12,0.03,-0.02,-0.10,-0.94,-9.89,-1.41,12.27,46.18,-13.47,39.06,0.000000,0.000000,0
2705.33,0.04,-0.01,-0.11,-0.47,-9.41,-0.94,12.27,46.09,-13.57,38.76,0.000000,0.000000,0
2705.55,0.03,-0.01,-0.11,-0.47,-9.41,-0.94,12.27,46.36,-13.27,38.96,0.000000,0.000000,0
